frame_id,dx,dy,dz,angle,x,y,z,qx,qy,qz,qw
1,-0.10221306732859463,0.004401559501754138,0.012711999165520016,0.04303600223246,-0.21613203548137855,-0.47269375877378705,1.5635679465932901,0.04303600223246,0.0,0.0,0.10738255570727703,0.9942177763094832
2,-0.1007376891095316,0.004401559501754138,0.012711999165520238,0.04366550132018465,-0.11391896815278392,-0.4770953182755412,1.55085594742777,0.04366550132018465,0.0,0.0,0.1089470700431996,0.9940475521467784
3,-0.09852462178093685,0.004401559501754138,0.012711999165520238,0.04464503053782015,-0.013181279043252322,-0.47856250477612594,1.5381439482622499,0.04464503053782015,0.0,0.0,0.11138098749974301,0.9937777797996804
4,-0.09557386534281075,0.004401559501754138,0.012711999165520016,0.04602148902519423,0.08534334273768453,-0.4756281317749565,1.5254319490967296,0.04602148902519423,0.0,0.0,0.114800055941922,0.993388618394499
5,-0.09203046123372322,0.004401559501754138,0.012711999165520238,0.047790785120766094,0.18091720808049527,-0.46682501277144817,1.5127199499312096,0.047790785120766094,0.0,0.0,0.11919291509075536,0.9928711139881994
6,-0.0884745752079541,0.004401559501754138,0.012711999165520238,0.04970844538800166,0.2729476693142185,-0.45097443351971783,1.5000079507656894,0.04970844538800166,0.0,0.0,0.12395150081620854,0.9922882773898971
7,-0.0850512487040741,0.004401559501754138,0.012711999165520016,0.05170572299731264,0.3614222445221726,-0.4280515687926888,1.4872959516001691,0.05170572299731264,0.0,0.0,0.12890462294853153,0.9916569962353399
8,-0.08176048172208289,0.004401559501754138,0.012711999165520238,0.05378288640779338,0.4464734932262467,-0.398320065617986,1.4745839524346491,0.05378288640779338,0.0,0.0,0.13405244583878273,0.9909742386987869
9,-0.07860227426198052,0.004401559501754138,0.012711999165520016,0.05593944238697696,0.5282339749483296,-0.3620435710232344,1.4618719532691289,0.05593944238697696,0.0,0.0,0.13939320025286472,0.990237110859447
10,-0.07557662632376716,0.004401559501754138,0.012711999165520238,0.05817397950948569,0.6068362492103101,-0.319485732036059,1.4491599541036089,0.05817397950948569,0.0,0.0,0.14492280040972833,0.989442965471685
11,-0.07268353790744253,0.004401559501754138,0.012711999165520238,0.06048399528092938,0.6824128755340773,-0.2709101956840845,1.4364479549380886,0.06048399528092938,0.0,0.0,0.15063442412672604,0.9885895357872293
