frame_id,dx,dy,dz,angle,x,y,z,qx,qy,qz,qw
1,-0.10144251865207071,-0.00397455792846535,0.0022714716810070534,-0.03916036457622686,-0.5887362646019996,-0.9095920476329571,0.8785511147029764,-0.03916036457622686,0.0002391093706134437,-0.0018931021433190069,-0.10389066291538918,0.994586893715167
2,-0.10048083955069026,-0.00397455792846535,0.0022714716810070534,-0.03953477089014811,-0.48736188422868437,-0.9057890132781796,0.8778831940253233,-0.03953477089014811,-0.0022601621052935907,-3.6584761768661104e-06,-0.08838561152928075,0.9960837692325222
3,-0.09903832089861947,-0.00397455792846535,0.0022714716810070534,-0.04010999202799482,-0.3864888237101195,-0.9047272182979472,0.874360126238911,-0.04010999202799482,0.000424515532698929,0.0003915619134268166,-0.10431667539507293,0.9945439646895201
4,-0.09711496269585845,-0.00397455792846535,0.0022714716810070534,-0.04090349175594528,-0.2866522576520213,-0.9078495682464066,0.871968742801372,-0.04090349175594528,0.0003683316598091168,0.0005082445809613561,-0.09390012736606787,0.995581424143636
5,-0.09480756784786584,-0.00397455792846535,0.0022714716810070534,-0.041897836449839146,-0.1894631710949858,-0.9158598750408862,0.8711824704162267,-0.041897836449839146,0.00033195881180834026,-0.0016005004989041287,-0.11446871490091408,0.9934255087878677
6,-0.09250334797647546,-0.00397455792846535,0.0022714716810070534,-0.04294022722526694,-0.09503748528572141,-0.9287094166634187,0.8681501229802427,-0.04294022722526694,0.0010868667691015697,-0.0002642436529820254,-0.096868454495288,0.9952965645573245
7,-0.0902991059871462,-0.00397455792846535,0.0022714716810070534,-0.04398708210284077,-0.002442777719350228,-0.9505206691972138,0.8659239211585844,-0.04398708210284077,-0.0020057581394583046,-0.0018375979169073706,-0.1042536954855623,0.9945470160559458
8,-0.08819484187987792,-0.00397455792846535,0.0022714716810070534,-0.04503517958056558,0.08703870996724704,-0.9777940945522643,0.8628619157431782,-0.04503517958056558,0.0013018216185930684,0.00013520583080155936,-0.1110448459684914,0.9938145345906804
9,-0.08619055565467063,-0.00397455792846535,0.0022714716810070534,-0.04608096831657142,0.17608679351054998,-1.0097658714395246,0.8617276693122975,-0.04608096831657142,0.0005546348835131617,-0.0008950060066298755,-0.1178357583959366,0.9930325399440083
10,-0.08428624731152456,-0.00397455792846535,0.0022714716810070534,-0.0471205681328552,0.2621344210812758,-1.0478680743386253,0.8589298144896477,-0.0471205681328552,0.000992807511483798,-2.3337914324879396e-05,-0.1161111145284707,0.993235733787072
11,-0.08248191685043915,-0.00397455792846535,0.0022714716810070534,-0.04814977713335791,0.346079022074668,-1.0917307979319613,0.85656506465176,-0.04814977713335791,-0.0006972907909803757,-5.371795470461117e-05,-0.11273331952809644,0.9936250346927207
12,-0.0807775642714148,-0.00397455792846535,0.0022714716810070534,-0.04916408580904982,0.4290571346493921,-1.1391098051143618,0.8540695622409796,-0.04916408580904982,-0.00023276338541060058,-0.0010534343898676497,-0.12877083267156036,0.9916737915011496
13,-0.07917318957445174,-0.00397455792846535,0.0022714716810070534,-0.05015869892787166,0.5103341025406667,-1.1921033096089038,0.8528109098563452,-0.05015869892787166,0.0013789188385121911,0.0009266789866322356,-0.11934720315882871,0.9928511897293861
